,0
2009-09-28,778780.595153
2009-09-29,778730.622693
2009-09-30,778775.72936
2009-10-01,777955.802193
2009-10-02,779388.461627
2009-10-05,778740.006714
2009-10-06,779633.422038
2009-10-07,781056.779117
2009-10-08,789003.727957
2009-10-09,789249.367968
2009-10-12,786820.857942
2009-10-13,786182.990477
2009-10-14,782441.751005
2009-10-15,782345.32753
2009-10-16,779524.153723
2009-10-19,782970.336003
2009-10-20,783412.542397
2009-10-21,783360.762165
2009-10-22,783359.34853
2009-10-23,783549.818411
2009-10-26,783177.670751
2009-10-27,783605.977138
2009-10-28,783788.778032
2009-10-29,782377.956137
2009-10-30,783663.669836
2009-11-02,779089.26363
2009-11-03,778238.712021
2009-11-04,775179.652014
2009-11-05,775617.144917
2009-11-06,775783.962813
2009-11-09,776712.68434
2009-11-10,777002.558669
2009-11-11,773430.288769
2009-11-12,773686.640312
2009-11-13,773809.9233
2009-11-16,770097.5932
2009-11-17,770154.131853
2009-11-18,769602.115857
2009-11-19,770351.375122
2009-11-20,771054.851852
2009-11-23,772238.649329
2009-11-24,781611.742623
2009-11-25,784429.221248
2009-11-27,779333.110207
2009-11-30,781538.690759
2009-12-01,779495.456343
2009-12-02,776950.721136
2009-12-03,778602.003995
2009-12-04,774149.125943
2009-12-07,784101.778005
2009-12-08,785507.537118
2009-12-09,779824.536995
2009-12-10,781019.130413
2009-12-11,780061.6492
2009-12-14,781484.036602
2009-12-15,781516.251789
2009-12-16,776209.872799
2009-12-17,777530.932252
2009-12-18,777294.636346
2009-12-21,776905.151139
2009-12-22,776098.331277
2009-12-23,775267.689475
2009-12-24,776743.257285
2009-12-28,775912.059686
2009-12-29,774725.782163
2009-12-30,774147.560937
2009-12-31,776272.337517
2010-01-04,777172.623371
2010-01-05,777175.200232
2010-01-06,777476.218801
2010-01-07,791295.402496
2010-01-08,801825.097451
2010-01-11,796372.767158
2010-01-12,799793.133238
2010-01-13,814306.668864
2010-01-14,808969.693721
2010-01-15,807208.076399
2010-01-19,808991.822811
2010-01-20,808602.409892
2010-01-21,808310.318686
2010-01-22,802945.36479
2010-01-25,788171.421786
2010-01-26,784613.070766
2010-01-27,784231.104185
2010-01-28,784325.852364
2010-01-29,783242.333587
2010-02-01,784243.784416
2010-02-02,784199.02918
2010-02-03,784333.085182
2010-02-04,783354.188047
2010-02-05,783738.1757
2010-02-08,785132.101345
2010-02-09,787334.617601
2010-02-10,785759.693978
2010-02-11,786100.686203
2010-02-12,786958.946007
2010-02-16,783925.681792
2010-02-17,780761.891035
2010-02-18,782891.229003
2010-02-19,780238.346051
2010-02-22,774349.553282
2010-02-23,777016.285377
2010-02-24,780613.878748
2010-02-25,781123.948436
2010-02-26,781606.731634
2010-03-01,780877.968894
2010-03-02,778051.124258
2010-03-03,776549.700798
2010-03-04,775702.929137
2010-03-05,772593.252787
2010-03-08,770169.869955
2010-03-09,775634.696276
2010-03-10,772363.345955
2010-03-11,761756.88785
2010-03-12,752269.997129
2010-03-15,767628.280096
2010-03-16,771011.172832
2010-03-17,764381.101363
2010-03-18,767644.46136
2010-03-19,771992.489552
2010-03-22,774822.202432
2010-03-23,774541.793741
2010-03-24,786884.021683
2010-03-25,769952.43264
2010-03-26,762850.613306
2010-03-29,766981.412083
2010-03-30,766991.497402
2010-03-31,766418.366178
2010-04-01,761574.837094
2010-04-05,762057.432064
2010-04-06,763348.247117
2010-04-07,764657.753306
2010-04-08,765551.371613
2010-04-09,763960.804495
2010-04-12,764546.216821
2010-04-13,759276.201627
2010-04-14,749136.320645
2010-04-15,748894.79166
2010-04-16,738565.048443
2010-04-19,740532.031836
2010-04-20,739996.611286
2010-04-21,740704.71464
2010-04-22,741459.067504
2010-04-23,744332.279079
2010-04-26,746047.481855
2010-04-27,751281.301811
2010-04-28,750042.611668
2010-04-29,749995.87904
2010-04-30,750706.522439
2010-05-03,754878.003608
2010-05-04,754401.997234
2010-05-05,761412.108125
2010-05-06,757015.930163
2010-05-07,760510.654512
2010-05-10,751028.941698
2010-05-11,749484.474316
2010-05-12,751785.840049
2010-05-13,747590.77807
2010-05-14,751240.843289
2010-05-17,751935.351203
2010-05-18,752352.52943
2010-05-19,754374.172085
2010-05-20,756894.845229
2010-05-21,772184.441404
2010-05-24,758836.811818
2010-05-25,769272.936996
2010-05-26,764553.682088
2010-05-27,764700.262398
2010-05-28,763826.429994
2010-06-01,765759.346405
2010-06-02,764690.787031
2010-06-03,766854.860392
2010-06-04,766437.012236
2010-06-07,766122.930407
2010-06-08,768811.686021
2010-06-09,769238.76206
2010-06-10,769412.262962
2010-06-11,769044.526793
2010-06-14,762291.32736
2010-06-15,768039.330396
2010-06-16,762291.206256
2010-06-17,757331.368398
2010-06-18,757816.131113
2010-06-21,759652.183256
2010-06-22,761966.848256
2010-06-23,762897.86903
2010-06-24,765797.701052
2010-06-25,767728.238894
2010-06-28,771631.569384
2010-06-29,774596.217882
2010-06-30,780056.0909
2010-07-01,789120.054417
2010-07-02,790503.851887
2010-07-06,789408.588597
2010-07-07,795264.55629
2010-07-08,788273.866426
2010-07-09,782601.731332
2010-07-12,782734.794987
2010-07-13,780732.261956
2010-07-14,777042.733588
2010-07-15,777139.393387
2010-07-16,777446.309097
2010-07-19,777055.206702
2010-07-20,776722.268604
2010-07-21,765996.428618
2010-07-22,766449.642251
2010-07-23,765441.169743
2010-07-26,767174.984673
2010-07-27,767570.685621
2010-07-28,767322.279659
2010-07-29,767066.439294
2010-07-30,769228.620855
2010-08-02,765473.689903
2010-08-03,764085.560894
2010-08-04,762883.299151
2010-08-05,754874.884676
2010-08-06,755020.564716
2010-08-09,754128.691552
2010-08-10,754027.58064
2010-08-11,750407.867762
2010-08-12,736412.336365
2010-08-13,742160.612537
2010-08-16,737383.562504
2010-08-17,739375.303533
2010-08-18,739022.041459
2010-08-19,741853.527201
2010-08-20,743930.997882
2010-08-23,744855.793559
2010-08-24,743940.577121
2010-08-25,745551.726335
2010-08-26,744230.704986
2010-08-27,745796.064511
2010-08-30,742500.489585
2010-08-31,739505.198906
2010-09-01,741416.09018
2010-09-02,739908.082637
2010-09-03,740707.083123
2010-09-07,740337.976694
2010-09-08,740411.937505
2010-09-09,742165.991256
2010-09-10,741906.474204
2010-09-13,742733.264388
2010-09-14,741957.401512
2010-09-15,742708.389096
2010-09-16,743049.89742
2010-09-17,742288.871979
2010-09-20,738156.229887
2010-09-21,731830.366864
2010-09-22,731907.951434
2010-09-23,731728.931888
2010-09-24,730944.966126
2010-09-27,730717.007332
2010-09-28,730760.197371
2010-09-29,735381.336001
2010-09-30,734228.151089
2010-10-01,734203.559479
2010-10-04,737342.765378
2010-10-05,736476.747651
2010-10-06,734195.980272
2010-10-07,736759.799972
2010-10-08,737558.998681
2010-10-11,736431.703074
2010-10-12,734959.982023
2010-10-13,730915.824861
2010-10-14,732055.562667
2010-10-15,734216.954056
2010-10-18,733881.255116
2010-10-19,732846.260658
2010-10-20,732889.131888
2010-10-21,732587.170573
2010-10-22,732660.00151
2010-10-25,731189.213515
2010-10-26,731707.613713
2010-10-27,730088.600193
2010-10-28,726943.670744
2010-10-29,728883.172763
2010-11-01,730092.530491
2010-11-02,728624.71991
2010-11-03,729143.838582
2010-11-04,728564.764413
2010-11-05,729183.445195
2010-11-08,728637.36024
2010-11-09,730385.732116
2010-11-10,727564.682834
